ID,Crop Name,N (kg/ha),P (kg/ha),K (kg/ha),Temp (°C),Rain (mm),Hum (%),pH,Soil Type,Season
1467,Marigold,67.87,61.62,66.19,21.78,735.03,78.47,6.47,Alluvial,Kharif/Rabi
1468,Rajma,80.1,79.85,55.08,19.45,994.43,63.75,6.2,Loamy,Rabi
1469,Dragon Fruit,73.19,51.68,83.93,37.32,533.23,55.88,6.94,Sandy,Perennial
1470,Bajra,79.58,31.62,39.5,34.29,489.27,44.89,7.52,Alluvial,Kharif
1471,Popcorn,136.68,75.35,58.15,25.47,835.16,55.02,6.64,Loamy,Kharif
1472,Tamarind,41.21,41.93,42.88,33.1,733.12,61.6,8.0,Gravelly,Perennial
1473,Tobacco,112.38,60.75,145.74,23.11,944.49,78.3,6.46,Loamy,Kharif/Rabi
1474,Cocoa,121.44,64.94,122.71,20.27,2116.95,77.81,6.32,Alluvial,Perennial
1475,Kiwi,124.18,70.06,122.4,18.11,1407.14,70.12,6.48,Mountain,Perennial
1476,Moth Beans,23.98,31.55,15.75,35.94,452.32,36.82,7.43,Sandy,Kharif
1477,Cauliflower,133.48,84.09,95.45,25.88,772.26,77.1,6.0,Alluvial,Rabi
1478,Pineapple,141.51,50.14,137.35,22.82,2307.13,73.61,5.07,Red,Perennial
1479,Sesame,46.93,29.37,36.38,28.38,678.13,47.0,7.14,Red,Kharif
1480,Almonds,179.42,82.85,120.45,0.0,719.79,47.04,6.56,Mountain,Perennial
1481,Kodo Millet,33.65,24.88,21.54,26.73,539.58,45.07,6.19,Gravelly,Kharif
1482,Peach,130.69,68.1,83.93,0.0,1185.36,73.56,6.18,Forest,Perennial
1483,Sugarcane,288.3,112.9,102.19,28.54,2251.81,80.42,6.96,Red,Perennial (Annual)
1484,Isabgol,57.13,31.31,36.7,26.22,334.39,51.82,8.29,Alluvial,Rabi
1485,Toria,76.39,43.34,33.34,17.88,628.08,63.02,7.18,Alluvial,Rabi
1486,Guar Seed,25.16,45.97,29.04,32.33,468.48,35.39,7.69,Sandy,Kharif
1487,Sugarcane,293.0,97.43,139.03,33.76,1777.19,78.34,7.05,Alluvial,Perennial (Annual)
1488,Bajra,60.94,37.38,36.54,27.36,523.73,48.33,7.62,Sandy,Kharif
1489,Sesame,40.67,28.4,22.32,26.2,578.99,50.72,7.22,Red,Kharif
1490,Mustard,81.86,47.11,25.02,17.18,410.84,58.89,6.88,Loamy,Rabi
1491,Kodo Millet,38.97,22.26,21.2,26.11,500.3,37.6,6.86,Arid,Kharif
1492,Cluster Bean,24.74,52.34,29.69,25.66,305.08,51.45,7.66,Alluvial,Kharif
1493,Capsicum,110.0,90.23,117.9,20.42,796.51,66.72,6.01,Loamy,Kharif/Rabi
1494,Lemongrass,73.1,40.88,52.95,25.19,2301.61,84.71,5.91,Red,Perennial
1495,Rubber,86.75,53.29,84.43,32.6,2504.57,85.58,4.76,Laterite,Perennial
1496,Guava,63.64,50.1,85.33,27.09,1354.45,72.14,5.65,Loamy,Perennial
1497,Clove,86.91,46.82,90.38,21.87,2519.84,83.79,5.41,Red,Perennial
1498,Khesari,22.23,41.27,23.15,26.03,452.68,42.31,7.87,Alluvial,Rabi
1499,Ashwagandha,49.1,49.13,23.18,35.72,787.18,51.44,8.29,Sandy Loam,Kharif/Rabi
1500,Litchi,137.59,77.26,93.78,24.44,1592.28,84.45,6.88,Loamy,Perennial
1501,Jackfruit,91.16,56.92,108.73,33.28,2354.12,77.61,6.9,Red,Perennial
1502,Stevia,92.39,66.79,60.53,16.65,1289.47,82.35,6.12,Loamy,Perennial
1503,Star Anise,69.19,46.11,51.73,29.1,1549.76,88.03,5.88,Forest,Perennial
1504,Proso Millet,38.59,22.3,20.84,31.44,546.44,40.72,6.26,Red,Kharif
1505,Jackfruit,85.21,48.77,90.24,26.25,2248.68,81.37,6.58,Alluvial,Perennial
1506,Cocoa,131.35,76.88,110.18,25.25,2211.65,76.29,6.69,Alluvial,Perennial
1507,Grapes,141.96,169.18,240.64,26.81,803.79,69.61,6.7,Sandy,Perennial (Fruiting: Spring)
1508,Strawberry,116.9,115.08,126.88,0.0,723.41,64.91,5.95,Forest/Mountain,Rabi/Winter
1509,Karakunda,60.97,43.3,53.57,22.38,1223.58,65.42,7.3,Mountain,Perennial
1510,Aloe Vera,36.92,34.24,38.26,26.53,447.32,48.46,7.16,Sandy,Perennial
1511,Cardamom,92.6,94.57,167.42,20.55,2213.55,88.67,5.51,Red,Perennial
1512,Wood Apple,56.49,37.15,47.17,25.61,656.24,59.16,7.2,Red,Perennial
1513,Nutmeg,92.67,51.19,90.66,26.58,3281.67,88.54,5.76,Coastal,Perennial
1514,Chickpea,21.16,51.92,24.92,18.58,482.07,30.44,6.85,Alluvial,Rabi
1515,Tea,158.67,37.57,68.25,25.95,2097.89,87.75,5.16,Forest,Perennial
1516,Tea (Clone),131.46,48.38,83.81,20.04,2672.82,83.21,5.25,Red,Perennial
1517,Garlic,100.11,59.77,97.08,24.7,654.25,70.7,6.56,Black,Rabi
1518,Cinnamon,94.23,44.04,83.79,30.15,2990.29,75.0,5.73,Forest,Perennial
1519,Jowar,86.36,47.36,40.86,30.66,413.95,58.37,7.93,Loamy,Kharif
1520,Soybean,36.65,72.18,46.61,29.56,814.28,58.71,6.15,Alluvial,Kharif
1521,Ginger,102.93,58.8,101.55,20.86,1504.65,80.76,6.61,Red,Kharif
1522,Wheat,138.42,58.3,47.78,17.86,631.1,56.22,6.61,Alluvial,Rabi
1523,Pear,100.98,66.64,115.87,0.0,847.55,71.96,6.37,Forest,Perennial
1524,Moth Beans,22.43,33.19,17.09,37.6,297.18,38.89,7.89,Arid/Desert,Kharif
1525,Chickpea,20.64,55.63,24.64,24.15,642.81,42.95,6.3,Alluvial,Rabi
1526,Green Gram,27.59,42.82,21.62,32.27,788.41,47.19,7.36,Loamy,Kharif/Zaid
1527,Almonds,148.1,86.37,103.12,0.0,790.48,63.74,7.32,Mountain,Perennial
1528,Betel Vine,153.67,139.94,101.32,20.15,2315.98,89.76,6.91,Clayey,Perennial
1529,Ginger,119.59,65.19,133.87,25.39,1532.37,87.13,6.32,Alluvial,Kharif
1530,Curry Leaves,69.98,55.91,65.18,23.69,874.35,70.31,6.99,Red,Perennial
1531,Cherry,145.53,82.32,116.74,0.0,942.95,77.39,6.47,Forest,Perennial
1532,Popcorn,136.65,76.32,49.78,24.96,683.41,74.87,6.59,Alluvial,Kharif
1533,Lemongrass,76.41,43.59,58.12,23.16,1587.97,87.85,6.46,Alluvial,Perennial
1534,Mustard,80.76,50.87,20.08,10.55,732.93,45.79,6.25,Alluvial,Rabi
1535,Lemongrass,76.44,46.87,52.53,33.67,1713.74,81.42,6.93,Laterite,Perennial
1536,Tea,158.22,31.63,64.88,20.24,2129.87,82.74,4.96,Red,Perennial
1537,Guava,84.84,49.64,60.17,29.88,1175.97,58.97,7.31,Alluvial,Perennial
1538,Horse Gram,27.97,38.16,24.42,20.16,515.69,40.1,6.57,Laterite,Kharif
1539,Mustard,93.57,44.97,29.86,24.78,615.63,42.0,7.36,Alluvial,Rabi
1540,Mace,62.26,41.79,99.27,29.7,2585.91,78.85,5.9,Laterite,Perennial
1541,Sweet Corn,147.9,68.88,53.51,24.84,1097.8,69.59,5.91,Alluvial,Kharif
1542,Dragon Fruit,70.89,54.3,82.14,20.74,559.86,60.64,6.95,Loamy,Perennial
1543,Guava,78.22,47.44,76.99,28.15,1475.19,73.68,7.13,Alluvial,Perennial
1544,Tea (Clone),124.3,48.99,85.22,17.45,2548.43,88.48,4.58,Red,Perennial
1545,Oats,99.65,42.33,43.63,16.23,823.05,60.3,6.37,Alluvial,Rabi
1546,Kinnow,119.08,50.89,85.97,31.72,1019.78,64.53,7.29,Sandy Loam,Perennial (Fruiting: Winter)
1547,Neem,55.72,20.59,55.66,30.08,536.06,69.72,8.24,Red,Perennial
1548,Litchi,144.18,73.53,80.56,21.9,1296.21,76.4,6.73,Forest,Perennial
1549,Cherry,124.35,94.23,102.18,0.0,1096.18,70.38,6.03,Karewa,Perennial
1550,Bottle Gourd,63.0,57.91,71.95,27.87,743.11,69.37,6.31,Sandy Loam,Zaid/Kharif
1551,Coconut,0.0,0.0,0.0,26.74,2100.17,85.02,5.89,Sandy,Perennial
1552,Rose,136.88,148.66,143.89,18.85,1249.67,68.44,6.94,Red,Perennial
1553,Kinnow,120.83,61.41,114.36,22.96,1028.72,62.75,6.52,Alluvial,Perennial (Fruiting: Winter)
1554,Rajma,103.09,63.13,45.85,22.21,759.22,65.77,6.4,Loamy,Rabi
1555,Walnuts,195.22,98.37,118.24,0.0,824.23,54.5,6.48,Mountain,Perennial
1556,Oil Palm,164.84,98.5,223.25,32.1,2363.26,92.3,6.42,Laterite,Perennial
1557,Plum,126.68,62.7,113.58,0.0,1059.44,58.78,6.68,Loamy,Perennial
1558,Lemongrass,78.68,44.96,53.59,32.53,1556.28,74.73,6.13,Red,Perennial
1559,Walnuts,178.48,91.51,123.68,0.0,880.19,64.25,6.06,Karewa,Perennial
1560,Black Pepper,142.28,45.28,176.84,23.47,2941.07,93.84,5.63,Red,Perennial
1561,Khesari,20.5,46.17,22.51,21.74,519.58,38.02,6.9,Clayey,Rabi
1562,Coconut,0.0,0.0,0.0,22.06,1893.92,82.75,6.5,Sandy,Perennial
1563,Walnuts,168.79,93.92,145.11,0.0,905.95,55.66,7.43,Karewa,Perennial
1564,Cowpea,22.37,49.91,21.71,33.93,738.71,67.66,7.13,Sandy,Kharif
1565,Cabbage,139.57,93.87,99.23,15.1,535.42,75.99,6.57,Peaty,Rabi
1566,Popcorn,140.0,76.93,58.65,21.81,768.4,58.3,6.5,Alluvial,Kharif
1567,Horse Gram,23.22,30.59,20.26,21.65,662.42,64.85,6.7,Laterite,Kharif
1568,Green Gram,32.16,48.63,34.84,34.59,538.5,48.03,7.48,Loamy,Kharif/Zaid
1569,Chironji,46.59,36.7,30.3,33.09,478.71,46.47,7.03,Laterite,Perennial
1570,Custard Apple,46.01,44.79,45.59,23.31,802.05,62.64,6.77,Gravelly,Perennial
1571,Vanilla,99.33,53.31,99.52,29.1,2061.11,91.41,5.54,Laterite,Perennial
1572,Ridge Gourd,62.05,59.6,78.83,30.37,724.74,65.57,7.48,Alluvial,Zaid/Kharif
1573,Cherry,138.2,82.04,134.83,0.0,951.54,77.32,6.41,Mountain,Perennial
1574,Black Pepper,124.71,48.88,182.61,30.51,2442.02,89.88,6.18,Red,Perennial
1575,Aloe Vera,24.42,39.17,32.66,26.03,217.53,43.74,8.39,Saline,Perennial
1576,Rice (Paddy),85.4,48.15,56.82,24.82,1107.55,74.13,5.83,Alluvial,Kharif
1577,Onion,137.56,62.85,114.42,17.43,512.51,73.26,7.15,Alluvial,Kharif/Rabi
1578,Avocado,105.74,57.04,122.47,29.18,1524.67,61.0,6.6,Laterite,Perennial
1579,Litchi,149.51,77.96,82.06,26.85,1667.43,78.55,6.22,Forest,Perennial
1580,Neem,56.51,34.67,57.32,24.0,472.61,62.98,7.19,Sandy,Perennial
1581,Almonds,170.47,82.31,117.55,0.0,634.45,63.51,7.72,Arid,Perennial
1582,Makhana,74.2,48.58,49.84,26.16,2570.8,92.3,6.15,Marshy (Stagnant Water),Kharif
1583,Buckwheat,42.52,23.53,36.74,0.0,608.33,52.17,6.17,Forest/Mountain,Kharif/Rabi
1584,Mustard,85.1,54.8,30.92,23.57,524.77,52.46,7.45,Loamy,Rabi
1585,Proso Millet,30.28,20.52,20.62,29.23,463.92,36.72,6.07,Sandy,Kharif
1586,Ridge Gourd,67.51,53.75,68.95,29.17,548.69,73.92,6.53,Sandy Loam,Zaid/Kharif
1587,Ash Gourd,65.02,51.63,61.85,22.1,818.79,69.84,6.84,Red,Zaid/Kharif
1588,Sweet Potato,75.78,57.47,137.17,24.3,1103.16,72.43,6.41,Loamy,Kharif/Rabi
1589,Broccoli,126.78,86.96,87.39,12.88,618.47,79.42,6.34,Alluvial,Rabi
1590,Green Gram,33.97,44.22,32.59,25.86,685.77,61.22,7.0,Red,Kharif/Zaid
1591,Lentil,24.02,40.92,25.41,21.49,422.22,46.41,6.72,Loamy,Rabi
1592,Tea,174.15,43.4,73.23,22.34,2893.95,94.42,4.61,Forest,Perennial
1593,Neem,40.61,28.26,44.83,26.65,906.67,63.44,6.16,Saline,Perennial
1594,Tea,160.82,39.86,62.94,28.62,2489.48,92.69,5.31,Forest,Perennial
1595,Maize (Corn),127.39,62.85,56.29,29.85,712.45,56.39,7.48,Loamy,Kharif
1596,Ginger,120.08,72.07,106.67,21.21,1575.5,87.16,5.99,Red,Kharif
1597,Bottle Gourd,61.71,46.03,66.99,27.57,784.95,62.12,7.4,Sandy Loam,Zaid/Kharif
1598,Cabbage,148.2,84.79,95.98,18.62,586.07,84.29,6.67,Loamy,Rabi
1599,Kodo Millet,34.61,20.77,24.77,22.87,580.94,48.96,6.57,Red,Kharif
1600,Fennel,96.92,44.74,51.64,24.07,589.03,63.51,7.87,Alluvial,Rabi
1601,Star Anise,77.04,53.95,55.7,20.77,2054.12,76.06,6.89,Forest,Perennial
1602,Barley,74.71,34.17,23.01,21.37,553.19,52.71,7.43,Alluvial,Rabi
1603,Ginger,146.95,61.24,148.89,24.06,1577.06,76.78,6.4,Alluvial,Kharif
1604,Coffee,109.0,46.89,144.64,20.47,1287.98,79.8,5.04,Red,Perennial
1605,Date Palm,81.53,50.9,117.99,27.46,107.53,33.25,8.14,Saline,Perennial
1606,Pear,137.03,77.92,98.75,0.0,988.71,64.64,6.33,Loamy,Perennial
1607,Horse Gram,25.35,30.82,28.1,22.8,433.52,50.27,7.41,Red,Kharif
1608,Castor Seed,74.54,43.11,29.53,28.87,673.35,56.6,6.56,Sandy Loam,Kharif
1609,Maize (Corn),100.51,74.08,48.68,20.87,571.27,68.43,6.09,Forest,Kharif
1610,Spinach,95.04,43.49,53.93,19.55,473.52,68.41,7.18,Alluvial,Rabi
1611,Jackfruit,102.83,50.08,110.97,30.56,1794.04,68.53,5.4,Laterite,Perennial
1612,Custard Apple,52.94,35.39,58.34,30.79,982.39,68.14,7.11,Sandy,Perennial
1613,Marigold,67.43,61.12,81.43,21.96,687.72,69.17,6.06,Red,Kharif/Rabi
1614,Rapeseed,83.76,44.72,33.99,24.2,433.48,55.35,7.12,Loamy,Rabi
1615,Pear,142.3,69.75,88.19,0.0,955.56,66.72,6.5,Loamy,Perennial
1616,Nutmeg,97.58,54.78,99.17,26.81,2437.09,83.87,5.75,Laterite,Perennial
1617,Tobacco,110.53,55.49,128.65,28.08,1178.5,78.17,6.3,Alluvial,Kharif/Rabi
1618,Coffee,125.32,52.76,103.39,26.35,1229.25,84.37,6.05,Red,Perennial
1619,Cardamom,89.3,96.01,152.46,15.39,2483.93,82.72,5.26,Red,Perennial
1620,Ash Gourd,65.12,55.77,63.22,29.11,739.38,67.48,6.44,Red,Zaid/Kharif
1621,Sunflower,80.63,62.47,59.37,19.25,770.51,68.57,7.15,Alluvial,Kharif/Rabi/Zaid
1622,Tulsi,63.25,40.6,44.15,21.08,984.5,76.7,6.56,Loamy,Perennial
1623,Cowpea,37.83,57.59,27.19,25.05,502.35,53.81,6.09,Alluvial,Kharif
1624,Tulsi,74.86,47.03,40.09,32.13,827.3,69.7,6.82,Loamy,Perennial
1625,Avocado,128.07,70.34,145.49,21.03,1638.94,78.7,5.21,Loamy,Perennial
1626,Wood Apple,58.51,47.21,47.43,33.71,450.3,53.87,6.69,Saline,Perennial
1627,Foxtail Millet,59.49,26.04,24.89,29.6,511.66,42.96,6.57,Alluvial,Kharif
1628,Dragon Fruit,60.08,59.49,85.55,22.62,1173.09,62.88,6.95,Laterite,Perennial
1629,Taramira,45.06,32.66,24.13,15.04,431.39,35.48,8.2,Arid/Desert,Rabi
1630,Pigeon Pea,30.7,69.45,29.74,29.43,919.19,65.77,6.72,Alluvial,Kharif
1631,Karakunda,62.96,53.76,54.09,24.96,1432.72,81.13,6.96,Forest,Perennial
1632,Pigeon Pea,43.44,68.64,47.94,20.93,857.11,62.29,7.48,Alluvial,Kharif
1633,Indigo,35.06,51.03,44.35,25.96,1009.16,71.93,6.98,Loamy,Kharif
1634,Curry Leaves,78.56,59.52,69.86,33.68,814.34,73.97,7.36,Alluvial,Perennial
1635,Black Gram,34.78,47.2,28.01,33.54,704.91,55.24,6.52,Black,Kharif
1636,Barnyard Millet,35.53,20.75,21.63,24.98,413.58,59.23,6.46,Red,Kharif
1637,Plum,106.65,64.1,102.96,0.0,765.91,61.88,6.05,Loamy,Perennial
1638,Toria,69.06,48.89,24.25,21.17,595.34,40.12,6.01,Loamy,Rabi
1639,Lentil,26.97,41.26,28.72,19.34,578.55,35.07,7.03,Alluvial,Rabi
1640,Cumin,50.51,21.86,21.48,25.37,247.42,38.86,8.3,Arid/Desert,Rabi
1641,Grapes,108.67,184.81,237.67,22.86,665.93,53.88,7.58,Loamy,Perennial (Fruiting: Spring)
1642,Wood Apple,45.78,40.33,49.94,31.63,456.24,57.52,7.34,Red,Perennial
1643,Pear,114.48,68.31,88.71,0.0,1195.42,68.42,6.09,Mountain,Perennial
1644,Banana,209.7,52.87,244.74,30.94,1888.93,88.44,7.52,Alluvial,Perennial
1645,Apricot,142.89,66.13,88.25,0.0,660.36,57.34,7.22,Mountain,Perennial
1646,Bitter Gourd,61.88,40.39,78.97,27.54,509.59,64.23,6.36,Red,Zaid/Kharif
1647,Gokhru,34.01,34.33,25.48,23.09,529.72,46.21,7.3,Arid/Desert,Kharif
1648,Betel Vine,169.65,129.32,131.69,29.08,1913.88,91.88,6.63,Clayey,Perennial
1649,Fenugreek,58.34,50.41,36.6,22.56,709.69,61.2,6.06,Alluvial,Rabi
1650,Brinjal,142.49,71.14,79.47,28.68,623.45,61.9,6.47,Loamy,Kharif/Rabi
1651,Rubber,103.88,71.88,108.44,34.13,2994.8,80.7,5.0,Laterite,Perennial
1652,Cherry,133.34,82.83,135.04,0.0,856.34,61.0,6.35,Forest,Perennial
1653,Tomato,109.92,96.8,100.58,20.21,766.9,60.11,6.27,Red,Kharif/Rabi
1654,Cabbage,130.28,91.02,94.61,22.57,537.58,69.9,6.71,Loamy,Rabi
1655,Jute,93.1,43.76,79.94,26.35,1958.95,76.08,6.91,Alluvial,Kharif
1656,Cowpea,39.69,49.74,27.87,31.64,741.61,58.83,6.07,Sandy,Kharif
1657,Ajwain,40.85,30.1,29.65,28.69,455.16,56.6,7.6,Sandy Loam,Rabi
1658,Niger Seed,41.3,50.64,35.03,20.54,916.58,66.42,6.94,Laterite,Kharif
1659,Guava,61.17,54.22,82.05,30.98,1173.46,74.47,7.08,Alluvial,Perennial
1660,Almonds,172.28,85.58,135.94,0.0,535.16,49.74,7.66,Karewa,Perennial
1661,Rice (Paddy),116.02,40.29,43.6,30.2,1128.2,79.16,6.22,Clayey,Kharif
1662,Rajma,93.69,69.83,40.97,23.35,653.91,79.4,5.86,Alluvial,Rabi
1663,Dragon Fruit,67.46,42.66,80.38,35.61,820.03,62.51,6.45,Sandy,Perennial
1664,Pigeon Pea,33.14,51.83,45.65,22.49,919.04,65.32,7.37,Black,Kharif
1665,Sugarcane,240.85,102.29,129.74,25.79,2095.58,72.0,7.17,Red,Perennial (Annual)
1666,Coriander,74.93,45.13,47.93,24.58,532.4,62.36,6.42,Loamy,Rabi
1667,Bottle Gourd,62.47,44.54,68.07,24.62,553.59,62.49,6.23,Red,Zaid/Kharif
1668,Dragon Fruit,71.81,48.53,95.54,35.44,598.83,59.87,6.74,Sandy,Perennial
1669,Barnyard Millet,38.2,24.67,23.63,24.59,625.11,59.48,7.04,Red,Kharif
1670,Lemongrass,61.44,56.83,56.35,30.39,2227.42,81.97,6.95,Alluvial,Perennial
1671,Pear,114.77,73.33,88.74,0.0,1103.95,70.43,6.88,Mountain,Perennial
1672,Brahmi,68.12,41.53,44.23,31.91,1581.54,86.41,6.25,Peaty/Marshy,Perennial
1673,Barley,78.64,38.5,29.07,10.09,507.84,45.45,8.43,Alluvial,Rabi
1674,Bottle Gourd,74.08,44.86,62.07,33.45,849.24,73.81,6.24,Red,Zaid/Kharif
1675,Mentha,132.48,53.26,56.04,30.29,1239.94,83.04,6.56,Loamy,Zaid
1676,Indigo,32.27,50.12,45.7,29.32,628.39,73.03,7.33,Loamy,Kharif
1677,Walnuts,153.88,113.58,122.47,0.0,867.39,64.39,6.76,Forest,Perennial
1678,Litchi,109.58,77.61,94.78,29.84,1754.46,76.22,6.15,Loamy,Perennial
1679,Sunn Hemp,21.33,59.86,37.89,24.32,807.53,54.44,5.66,Loamy,Kharif
1680,Rapeseed,80.64,56.44,32.24,20.5,605.48,40.8,6.07,Loamy,Rabi
1681,Mulberry,265.05,131.14,120.91,22.32,1493.21,75.29,7.13,Black,Perennial
1682,Lentil,24.34,44.05,28.65,20.57,468.48,45.77,7.48,Alluvial,Rabi
1683,Barnyard Millet,35.11,21.43,24.38,22.12,440.09,55.51,6.87,Alluvial,Kharif
1684,Saffron,85.53,54.18,74.23,0.0,473.17,48.04,6.91,Karewa Soil,Rabi (Autumn)
1685,Maize (Corn),124.75,60.32,58.45,21.8,757.02,53.82,7.39,Forest,Kharif
1686,Kinnow,110.22,52.65,99.96,25.27,927.8,58.5,7.49,Alluvial,Perennial (Fruiting: Winter)
1687,Neem,46.08,23.4,42.35,43.97,904.7,47.23,7.13,Sandy,Perennial
1688,Isabgol,41.3,39.84,30.75,17.77,329.28,46.98,7.95,Alluvial,Rabi
1689,Aloe Vera,34.04,33.81,22.16,22.82,283.23,43.17,7.1,Arid,Perennial
1690,Black Pepper,114.72,58.96,178.54,20.73,2717.48,79.17,6.09,Laterite,Perennial
1691,Green Gram,21.18,45.55,34.41,25.36,525.79,54.07,7.26,Red,Kharif/Zaid
1692,Shatavari,58.04,44.79,50.55,36.75,994.79,69.33,7.07,Sandy,Perennial
1693,Jowar,97.62,44.21,48.52,27.67,514.62,49.33,6.09,Loamy,Kharif
1694,Toria,65.67,48.3,24.77,25.23,536.53,44.92,6.36,Loamy,Rabi
1695,Shatavari,45.82,40.24,51.94,22.38,690.14,73.65,7.0,Red,Perennial
1696,Fenugreek,45.62,52.49,31.27,23.37,614.33,50.65,7.2,Black,Rabi
1697,Sapota,98.69,74.12,107.37,31.58,1705.81,69.93,6.52,Alluvial,Perennial
1698,Barley,72.19,37.72,21.24,21.59,461.08,53.57,8.49,Alluvial,Rabi
1699,Stevia,98.99,75.7,77.21,26.56,1338.83,72.06,6.15,Loamy,Perennial
1700,Cotton,149.84,61.39,58.78,30.53,723.12,48.28,6.9,Black (Regur),Kharif
1701,Fenugreek,50.68,52.49,33.69,19.12,738.99,73.51,7.38,Alluvial,Rabi
1702,Bajra,76.89,33.48,38.39,25.76,577.33,53.79,7.31,Alluvial,Kharif
1703,Castor Seed,61.64,43.83,34.49,21.07,834.86,43.43,7.14,Red,Kharif
1704,Horse Gram,29.14,35.09,26.89,29.57,675.29,47.08,7.25,Sandy,Kharif
1705,Sapota,114.19,60.22,116.49,22.51,1059.7,72.19,7.8,Coastal,Perennial
1706,Chili,107.7,77.16,62.76,24.4,1099.24,58.21,6.56,Alluvial,Kharif/Rabi
1707,Ash Gourd,70.16,42.98,77.1,22.23,788.57,68.87,7.21,Red,Zaid/Kharif
1708,Groundnut,41.66,55.5,61.86,31.62,518.1,57.53,6.24,Sandy,Kharif
1709,Arecanut,120.08,50.53,150.56,31.96,3110.73,82.44,5.48,Laterite,Perennial
1710,Turmeric,143.64,55.04,131.17,24.73,2339.87,71.04,7.15,Laterite,Kharif
1711,Sugarcane,269.09,118.18,101.38,30.87,2057.86,67.3,6.55,Black,Perennial (Annual)
1712,Okra,112.91,58.59,56.5,24.95,967.63,70.42,6.93,Alluvial,Kharif/Zaid
1713,Cabbage,131.37,94.58,87.81,23.04,776.56,77.63,6.29,Peaty,Rabi
1714,Ragi,64.4,31.53,35.72,25.78,799.62,55.11,7.38,Laterite,Kharif
1715,Ash Gourd,75.99,48.75,78.52,22.31,632.6,66.45,6.78,Red,Zaid/Kharif
1716,Arecanut,133.59,59.86,162.39,26.59,2943.61,72.62,6.3,Laterite,Perennial
1717,Ridge Gourd,79.46,56.08,79.16,31.6,803.53,73.02,6.93,Alluvial,Zaid/Kharif
1718,Gokhru,29.26,23.97,32.93,23.54,336.4,48.84,7.97,Sandy,Kharif
1719,Sugarcane,207.68,107.66,112.15,27.21,2098.81,77.09,7.03,Black,Perennial (Annual)
1720,Gokhru,28.74,33.31,36.65,36.54,558.37,46.43,8.07,Sandy,Kharif
1721,Kiwi,145.24,73.95,136.88,22.89,1192.81,77.95,6.25,Mountain,Perennial
1722,Mulberry,269.34,132.41,126.23,30.42,868.55,76.67,6.47,Alluvial,Perennial
1723,Spinach,87.25,49.91,43.94,17.82,585.25,65.55,7.28,Loamy,Rabi
1724,Walnuts,173.74,98.86,129.88,0.0,869.02,58.96,7.1,Karewa,Perennial
1725,Drumstick,61.98,53.2,58.42,32.08,792.95,58.33,6.78,Sandy,Perennial
1726,Lettuce,82.48,56.9,55.36,6.22,434.61,66.17,6.17,Alluvial,Rabi
1727,Fig,78.9,47.56,94.36,31.8,521.04,56.64,7.92,Saline,Perennial
1728,Banana,204.06,98.94,267.7,29.89,1814.26,81.72,6.99,Black,Perennial
1729,Strawberry,123.99,103.76,149.58,0.0,791.89,61.62,6.23,Forest/Mountain,Rabi/Winter
1730,Rapeseed,98.53,45.86,39.19,18.46,683.5,61.19,6.9,Loamy,Rabi
1731,Fig,68.85,58.14,89.64,21.57,701.95,58.22,6.94,Alluvial,Perennial
1732,Ragi,74.89,30.95,30.85,21.04,570.3,60.73,6.83,Laterite,Kharif
1733,Okra,105.73,53.48,53.41,32.79,647.06,61.54,7.04,Black,Kharif/Zaid
1734,Vanilla,85.53,43.02,87.42,21.13,3347.63,79.32,5.1,Forest,Perennial
1735,Mango,147.79,61.37,103.31,29.54,1175.04,56.96,5.84,Loamy,Perennial (Fruiting: Summer)
1736,Makhana,73.04,43.11,54.05,23.15,2799.59,85.54,6.15,Marshy (Stagnant Water),Kharif
1737,Horse Gram,22.14,36.96,20.95,31.29,617.0,41.8,7.36,Laterite,Kharif
1738,Rajma,84.48,77.67,41.95,17.6,863.05,67.17,6.17,Loamy,Rabi
1739,Mulberry,280.37,149.71,128.6,27.77,704.01,73.32,6.83,Red,Perennial
1740,Capsicum,118.05,96.31,109.94,28.48,913.47,74.83,6.25,Loamy,Kharif/Rabi
1741,Okra,103.63,50.46,53.52,22.47,824.94,78.01,6.03,Alluvial,Kharif/Zaid
1742,Sweet Potato,62.08,52.82,107.37,28.5,1183.37,83.63,5.66,Alluvial,Kharif/Rabi
1743,Bajra,79.46,38.3,35.7,35.25,485.46,44.09,7.96,Arid/Desert,Kharif
1744,Cocoa,137.26,75.97,102.06,27.75,2089.27,87.57,6.25,Alluvial,Perennial
1745,Kalmegh,55.86,45.11,46.98,31.35,1394.56,81.61,6.02,Alluvial,Kharif
1746,Sweet Potato,76.89,45.16,120.29,20.46,979.58,83.03,6.35,Alluvial,Kharif/Rabi
1747,Peach,117.6,76.18,119.1,0.0,908.62,65.13,6.56,Loamy,Perennial
1748,Capsicum,102.27,99.05,111.11,23.26,729.25,66.53,6.79,Alluvial,Kharif/Rabi
1749,Mulberry,262.15,120.01,137.31,23.21,706.93,61.68,6.48,Alluvial,Perennial
1750,Isabgol,44.89,39.93,38.54,20.86,265.06,38.02,7.51,Alluvial,Rabi
1751,Coconut,0.0,0.0,0.0,28.0,1175.68,75.51,6.33,Sandy,Perennial
1752,Guava,82.27,55.78,84.89,28.52,1468.99,66.53,6.4,Red,Perennial
1753,Safflower,43.76,50.98,20.23,25.0,441.34,46.88,6.6,Black,Rabi
